  -1.00000000     -0.500000000    
 -0.998000026     -0.499998987    
 -0.996000051     -0.499995977    
 -0.994000077     -0.499990940    
 -0.992000103     -0.499983877    
 -0.990000129     -0.499974757    
 -0.988000154     -0.499963552    
 -0.986000180     -0.499950320    
 -0.984000206     -0.499934942    
 -0.982000232     -0.499917537    
 -0.980000257     -0.499897957    
 -0.978000283     -0.499876320    
 -0.976000309     -0.499852508    
 -0.974000335     -0.499826580    
 -0.972000360     -0.499798447    
 -0.970000386     -0.499768138    
 -0.968000412     -0.499735683    
 -0.966000438     -0.499701023    
 -0.964000463     -0.499664128    
 -0.962000489     -0.499625027    
 -0.960000515     -0.499583662    
 -0.958000541     -0.499540091    
 -0.956000566     -0.499494255    
 -0.954000592     -0.499446124    
 -0.952000618     -0.499395698    
 -0.950000644     -0.499342978    
 -0.948000669     -0.499287963    
 -0.946000695     -0.499230623    
 -0.944000721     -0.499170899    
 -0.942000747     -0.499108851    
 -0.940000772     -0.499044418    
 -0.938000798     -0.498977602    
 -0.936000824     -0.498908401    
 -0.934000850     -0.498836786    
 -0.932000875     -0.498762757    
 -0.930000901     -0.498686284    
 -0.928000927     -0.498607367    
 -0.926000953     -0.498525977    
 -0.924000978     -0.498442113    
 -0.922001004     -0.498355806    
 -0.920001030     -0.498266935    
 -0.918001056     -0.498175561    
 -0.916001081     -0.498081684    
 -0.914001107     -0.497985244    
 -0.912001133     -0.497886211    
 -0.910001159     -0.497784644    
 -0.908001184     -0.497680455    
 -0.906001210     -0.497573704    
 -0.904001236     -0.497464299    
 -0.902001262     -0.497352302    
 -0.900001287     -0.497237653    
 -0.898001313     -0.497120321    
 -0.896001339     -0.497000337    
 -0.894001365     -0.496877640    
 -0.892001390     -0.496752262    
 -0.890001416     -0.496624142    
 -0.888001442     -0.496493340    
 -0.886001468     -0.496359736    
 -0.884001493     -0.496223420    
 -0.882001519     -0.496084303    
 -0.880001545     -0.495942384    
 -0.878001571     -0.495797694    
 -0.876001596     -0.495650172    
 -0.874001622     -0.495499820    
 -0.872001648     -0.495346576    
 -0.870001674     -0.495190531    
 -0.868001699     -0.495031536    
 -0.866001725     -0.494869739    
 -0.864001751     -0.494704962    
 -0.862001777     -0.494537324    
 -0.860001802     -0.494366705    
 -0.858001828     -0.494193077    
 -0.856001854     -0.494016558    
 -0.854001880     -0.493837029    
 -0.852001905     -0.493654490    
 -0.850001931     -0.493468970    
 -0.848001957     -0.493280381    
 -0.846001983     -0.493088782    
 -0.844002008     -0.492894113    
 -0.842002034     -0.492696345    
 -0.840002060     -0.492495507    
 -0.838002086     -0.492291570    
 -0.836002111     -0.492084503    
 -0.834002137     -0.491874307    
 -0.832002163     -0.491660923    
 -0.830002189     -0.491444379    
 -0.828002214     -0.491224647    
 -0.826002240     -0.491001725    
 -0.824002266     -0.490775585    
 -0.822002292     -0.490546197    
 -0.820002317     -0.490313590    
 -0.818002343     -0.490077704    
 -0.816002369     -0.489838511    
 -0.814002395     -0.489596069    
 -0.812002420     -0.489350289    
 -0.810002446     -0.489101201    
 -0.808002472     -0.488848746    
 -0.806002498     -0.488592952    
 -0.804002523     -0.488333791    
 -0.802002549     -0.488071233    
 -0.800002575     -0.487805218    
 -0.798002601     -0.487535805    
 -0.796002626     -0.487262934    
 -0.794002652     -0.486986667    
 -0.792002678     -0.486706883    
 -0.790002704     -0.486423641    
 -0.788002729     -0.486136854    
 -0.786002755     -0.485846579    
 -0.784002781     -0.485552758    
 -0.782002807     -0.485255361    
 -0.780002832     -0.484954417    
 -0.778002858     -0.484649867    
 -0.776002884     -0.484341741    
 -0.774002910     -0.484029979    
 -0.772002935     -0.483714581    
 -0.770002961     -0.483395547    
 -0.768002987     -0.483072817    
 -0.766003013     -0.482746422    
 -0.764003038     -0.482416332    
 -0.762003064     -0.482082516    
 -0.760003090     -0.481744915    
 -0.758003116     -0.481403619    
 -0.756003141     -0.481058538    
 -0.754003167     -0.480709702    
 -0.752003193     -0.480357051    
 -0.750003219     -0.480000585    
 -0.748003244     -0.479640275    
 -0.746003270     -0.479276091    
 -0.744003296     -0.478908062    
 -0.742003322     -0.478536159    
 -0.740003347     -0.478160352    
 -0.738003373     -0.477780640    
 -0.736003399     -0.477396965    
 -0.734003425     -0.477009356    
 -0.732003450     -0.476617783    
 -0.730003476     -0.476222217    
 -0.728003502     -0.475822657    
 -0.726003528     -0.475419104    
 -0.724003553     -0.475011498    
 -0.722003579     -0.474599838    
 -0.720003605     -0.474184096    
 -0.718003631     -0.473764300    
 -0.716003656     -0.473340392    
 -0.714003682     -0.472912371    
 -0.712003708     -0.472480208    
 -0.710003734     -0.472043902    
 -0.708003759     -0.471603423    
 -0.706003785     -0.471158773    
 -0.704003811     -0.470709920    
 -0.702003837     -0.470256835    
 -0.700003862     -0.469799548    
 -0.698003888     -0.469338000    
 -0.696003914     -0.468872160    
 -0.694003940     -0.468402058    
 -0.692003965     -0.467927694    
 -0.690003991     -0.467448980    
 -0.688004017     -0.466965914    
 -0.686004043     -0.466478527    
 -0.684004068     -0.465986788    
 -0.682004094     -0.465490609    
 -0.680004120     -0.464990109    
 -0.678004146     -0.464485139    
 -0.676004171     -0.463975757    
 -0.674004197     -0.463461936    
 -0.672004223     -0.462943643    
 -0.670004249     -0.462420881    
 -0.668004274     -0.461893618    
 -0.666004300     -0.461361825    
 -0.664004326     -0.460825533    
 -0.662004352     -0.460284680    
 -0.660004377     -0.459739298    
 -0.658004403     -0.459189296    
 -0.656004429     -0.458634734    
 -0.654004455     -0.458075523    
 -0.652004480     -0.457511723    
 -0.650004506     -0.456943303    
 -0.648004532     -0.456370205    
 -0.646004558     -0.455792397    
 -0.644004583     -0.455209941    
 -0.642004609     -0.454622775    
 -0.640004635     -0.454030871    
 -0.638004661     -0.453434289    
 -0.636004686     -0.452832907    
 -0.634004712     -0.452226728    
 -0.632004738     -0.451615810    
 -0.630004764     -0.451000094    
 -0.628004789     -0.450379580    
 -0.626004815     -0.449754208    
 -0.624004841     -0.449124038    
 -0.622004867     -0.448488951    
 -0.620004892     -0.447849005    
 -0.618004918     -0.447204173    
 -0.616004944     -0.446554452    
 -0.614004970     -0.445899814    
 -0.612004995     -0.445240229    
 -0.610005021     -0.444575697    
 -0.608005047     -0.443906188    
 -0.606005073     -0.443231732    
 -0.604005098     -0.442552239    
 -0.602005124     -0.441867739    
 -0.600005150     -0.441178232    
 -0.598005176     -0.440483689    
 -0.596005201     -0.439784110    
